Year,Project Name,City,State,Utility,System Size (kW-AC),Year of Interconnection
2024,NJSTRE1548093128,Old Bridge,NJ,Jersey Central Power & Lt Co,469.2923077,2023
2024,NJSTRE1548126024,Moorestown,NJ,Public Service Elec & Gas Co,478.3846154,2023
2024,NJSTRE1548065877,Secaucus,NJ,Public Service Elec & Gas Co,493.4769231,2023
2024,NJSTRE1548091000,Somerset,NJ,Public Service Elec & Gas Co,530.6,2023
2024,NJSTRE1548091248,North Brunswick,NJ,Public Service Elec & Gas Co,535.2230769,2023
2024,NJSTRE1548090954,Dayton,NJ,Public Service Elec & Gas Co,536.47,2023
2024,NJSTRE1548084050,Lakewood,NJ,Jersey Central Power & Lt Co,548.8,2023
2024,NJSTRE1548093065,Ho Ho Kus,NJ,Public Service Elec & Gas Co,570.0923077,2023
2024,NJSTRE1548093079,Neptune,NJ,Jersey Central Power & Lt Co,572.9538462,2023
2024,NJSTRE1548091185,Tinton Falls,NJ,Jersey Central Power & Lt Co,577.7846154,2023
2024,NJSTRE1548061574,Moorestown,NJ,Public Service Elec & Gas Co,578.1846154,2023
2024,NJSTRE1547990289,Secaucus,NJ,Public Service Elec & Gas Co,584.5538462,2023
2024,NJSTRE1548042355,Pennsauken,NJ,Public Service Elec & Gas Co,592.1,2023
2024,NJSTRE1548126145,Moorestown,NJ,Public Service Elec & Gas Co,602.3076923,2023
2024,NJSTRE1548084123,Hazlet,NJ,Jersey Central Power & Lt Co,615.3,2023
2024,NJSTRE1548090894,Lakewood,NJ,Jersey Central Power & Lt Co,628.3769231,2023
2024,NJSTRE1548092850,Linden,NJ,Public Service Elec & Gas Co,678.2230769,2023
2024,NJSTRE1548125931,Hamilton Township,NJ,Public Service Elec & Gas Co,684,2023
2024,NJSTRE1548093018,Larenceville,NJ,Public Service Elec & Gas Co,695.1,2023
2024,NJSTRE1548036242,West Caldwell,NJ,Public Service Elec & Gas Co,726.5769231,2023
2024,NJSTRE1548042333,Pennsauken,NJ,Public Service Elec & Gas Co,734.6,2023
2024,NJSTRE1548082917,Lakewood,NJ,Jersey Central Power & Lt Co,757.7538462,2023
2024,NJSTRE1548125841,Hamilton Township,NJ,Public Service Elec & Gas Co,759.1384615,2023
2024,NJSTRE1548042307,Pennsauken,NJ,Public Service Elec & Gas Co,768.4076923,2023
2024,NJSTRE1548099663,Mount Laurel,NJ,Public Service Elec & Gas Co,822.4615385,2023
2024,NJSTRE1548092812,Mount Laurel,NJ,Public Service Elec & Gas Co,837.4153846,2023
2024,NJSTRE1548091066,Avenel,NJ,Public Service Elec & Gas Co,850.7076923,2023
2024,NJSTRE1548084081,North Brunswick,NJ,Public Service Elec & Gas Co,853.6153846,2023
2024,NJSTRE1548072473,Lumberton,NJ,Public Service Elec & Gas Co,938,2023
2024,NJSTRE1548096154,Franklin,NJ,Public Service Elec & Gas Co,974.7692308,2023
2024,NJSTRE1548084019,Lakewood,NJ,Jersey Central Power & Lt Co,1183.846154,2023
2024,NJSTRE1548126027,Saddle Brook,NJ,Public Service Elec & Gas Co,1228.5,2023
2024,NJSTRE1548042276,Moorestown,NJ,Public Service Elec & Gas Co,1276.038462,2023
2024,NJSTRE1548072606,Union,NJ,Public Service Elec & Gas Co,1315.2,2023
2024,NJSTRE1548091218,Piscataway,NJ,Public Service Elec & Gas Co,1343.653846,2023
2024,NJSTRE1548083059,Pittsgrove,NJ,Atlantic City Electric Co,1541.907692,2023
2024,NJSTRE1548072564,Secaucus,NJ,Public Service Elec & Gas Co,1730.4,2023
2024,NJSTRE1548035554,Old Bridge,NJ,Jersey Central Power & Lt Co,2143.7,2023
2024,NJSTRE1547975276,Somerset,NJ,Public Service Elec & Gas Co,2259.661538,2023
2024,NJSTRE1548042140,South Brunswick,NJ,Public Service Elec & Gas Co,2260.015385,2023
2024,NJSTRE1548126150,Somerset,NJ,Public Service Elec & Gas Co,2853.346154,2023
2024,NJSTRE1548099637,Dayton,NJ,Public Service Elec & Gas Co,2952.761538,2023
2024,NJSTRE1548084015,Elizabeth,NJ,Public Service Elec & Gas Co,3012.553846,2023
2024,NJSTRE1548126135,Somerset,NJ,Public Service Elec & Gas Co,3822.230769,2023
2024,NJSTRE1548091079,Toms River,NJ,Jersey Central Power & Lt Co,3834,2023
2024,NJSTRE1548072635,Southampton,NJ,Jersey Central Power & Lt Co,3842.692308,2023
2024,NJSTRE1548091145,Southampton,NJ,Public Service Elec & Gas Co,3842.692308,2023
2024,NJSTRE1548099632,Monroe,NJ,Jersey Central Power & Lt Co,3845.8,2023
2024,KCEC Community Solar Program,Taos,NM,"Kit Carson Electric Coop, Inc",75.92,2012
2024,Lincoln County Community Solar Project,Panaca,NV,Lincoln County Power District No 1,90,2015
2024,71246,Gouverneur,NY,Niagara Mohawk Power Corp.,185.54,2016
2024,5247-97697,Trumansburg,NY,New York State Elec & Gas Corp,276.23,2016
2024,4575-47773,Tonawanda,NY,Niagara Mohawk Power Corp.,76.15,2017
2024,4354-99737,Kingston,NY,Central Hudson Gas & Elec Corp,118.68,2017
2024,4548-101786,Johnsonville,NY,Niagara Mohawk Power Corp.,150,2017
2024,4758-98942,Germantown,NY,Niagara Mohawk Power Corp.,164.77,2017
2024,79552,Orange,NY,New York State Elec & Gas Corp,167.54,2017
2024,77061,Ontario,NY,Rochester Gas & Electric Corp,190.92,2017
2024,77075,Ontario,NY,Rochester Gas & Electric Corp,198.77,2017
2024,80248,Webster,NY,Rochester Gas & Electric Corp,200.86,2017
2024,71614,Trumansburg,NY,New York State Elec & Gas Corp,383.82,2017
2024,5063-94972,Mechanicville,NY,New York State Elec & Gas Corp,447.75,2017
2024,5247-100878,Millport,NY,New York State Elec & Gas Corp,497.22,2017
2024,84390,Brentwood,NY,Long Island Power Authority,785.72,2017
2024,143824,Brooklyn,NY,Consolidated Edison Co-NY Inc,2.38,2018
2024,126636,Brooklyn,NY,Consolidated Edison Co-NY Inc,2.77,2018
2024,114897,Brooklyn,NY,Consolidated Edison Co-NY Inc,3.2,2018
2024,126552,Brooklyn,NY,Consolidated Edison Co-NY Inc,25.77,2018
2024,109951,Peekskill,NY,Consolidated Edison Co-NY Inc,26.31,2018
2024,104140,East Hampton,NY,Long Island Power Authority,46.05,2018
2024,Carroll St,Brooklyn,NY,Consolidated Edison Co-NY Inc,81.54,2018
2024,4884-100712,Brooklyn,NY,Consolidated Edison Co-NY Inc,81.55,2018
2024,103537,Bronx,NY,Consolidated Edison Co-NY Inc,99,2018
2024,76367,Cortlandt,NY,Consolidated Edison Co-NY Inc,113.72,2018
2024,129189,North Salem,NY,New York State Elec & Gas Corp,127.35,2018
2024,95431,Bronx,NY,Consolidated Edison Co-NY Inc,146.46,2018
2024,98763,Rotterdam,NY,Niagara Mohawk Power Corp.,152,2018
2024,110667,Averill Park,NY,New York State Elec & Gas Corp,152.22,2018
2024,110778,Johnson City,NY,New York State Elec & Gas Corp,154.02,2018
2024,99413,Rotterdam,NY,Niagara Mohawk Power Corp.,156.92,2018
2024,152784,Homer,NY,Niagara Mohawk Power Corp.,168.46,2018
2024,4629-100319,Center Moriches,NY,Long Island Power Authority,224.98,2018
2024,The Bronx's First Community Solar Farm / South Bronx Solar Garden 1,Bronx,NY,Consolidated Edison Co-NY Inc,289.05,2018
2024,95306,Brooklyn,NY,Consolidated Edison Co-NY Inc,319.04,2018
2024,78743,Oppenheim,NY,Niagara Mohawk Power Corp.,1494.28,2018
2024,82833,Ithaca,NY,New York State Elec & Gas Corp,1779.51,2018
2024,80312,Parma,NY,Rochester Gas & Electric Corp,2073.6,2018
2024,5408-98139,Callicoon,NY,New York State Elec & Gas Corp,2118.5,2018
2024,164855,Brooklyn,NY,Consolidated Edison Co-NY Inc,3.05,2019
2024,175600,Brooklyn,NY,Consolidated Edison Co-NY Inc,3.32,2019
2024,180830,Brooklyn,NY,Consolidated Edison Co-NY Inc,3.32,2019
2024,184109,Brooklyn,NY,Consolidated Edison Co-NY Inc,3.37,2019
2024,184321,Brooklyn,NY,Consolidated Edison Co-NY Inc,4.98,2019
2024,172966,Bronx,NY,Consolidated Edison Co-NY Inc,5.82,2019
2024,184105,Brooklyn,NY,Consolidated Edison Co-NY Inc,5.9,2019
2024,158694,Brooklyn,NY,Consolidated Edison Co-NY Inc,7.48,2019
2024,170960,New York,NY,Consolidated Edison Co-NY Inc,7.48,2019
2024,172621,Brooklyn,NY,Consolidated Edison Co-NY Inc,8.31,2019
2024,161327,Brooklyn,NY,Consolidated Edison Co-NY Inc,11.63,2019
2024,184339,Brooklyn,NY,Consolidated Edison Co-NY Inc,12.44,2019
2024,184362,Brooklyn,NY,Consolidated Edison Co-NY Inc,12.44,2019
2024,174809,Brooklyn,NY,Consolidated Edison Co-NY Inc,18.74,2019
2024,157192,New York,NY,Consolidated Edison Co-NY Inc,31.02,2019
2024,88369,Bronx,NY,Consolidated Edison Co-NY Inc,44.72,2019
2024,88452,Bronx,NY,Consolidated Edison Co-NY Inc,44.72,2019
2024,108695,Islip Terrace,NY,Long Island Power Authority,46.38,2019
2024,126526,Spencer,NY,New York State Elec & Gas Corp,55.59,2019
2024,88966,Bronx,NY,Consolidated Edison Co-NY Inc,59.63,2019
2024,127422,Brooklyn,NY,Consolidated Edison Co-NY Inc,65.35,2019
2024,113113,Fort Edward,NY,Niagara Mohawk Power Corp.,68.78,2019
2024,88839,Bronx,NY,Consolidated Edison Co-NY Inc,70.62,2019
2024,88981,Bronx,NY,Consolidated Edison Co-NY Inc,74.54,2019
2024,114598,Amityville,NY,Long Island Power Authority,79.14,2019
2024,82869,Brooklyn,NY,Consolidated Edison Co-NY Inc,80.5,2019
2024,88924,Bronx,NY,Consolidated Edison Co-NY Inc,89.45,2019
2024,89018,Bronx,NY,Consolidated Edison Co-NY Inc,104.35,2019
2024,Peekskill Community Solar Project 1,Peekskill,NY,Consolidated Edison Co-NY Inc,124.83,2019
2024,88903,Bronx,NY,Consolidated Edison Co-NY Inc,127.63,2019
2024,East Brooklyn Community Solar Project,Brooklyn,NY,Consolidated Edison Co-NY Inc,137.7,2019
2024,123100,Grand Island,NY,Niagara Mohawk Power Corp.,154.31,2019
2024,102830,Westdale,NY,Niagara Mohawk Power Corp.,156.37,2019
2024,126528,Candor,NY,New York State Elec & Gas Corp,159.16,2019
2024,180846,New Rochelle,NY,Consolidated Edison Co-NY Inc,169.8,2019
2024,88748,Bronx,NY,Consolidated Edison Co-NY Inc,193.8,2019
2024,156520,Candor,NY,New York State Elec & Gas Corp,262.73,2019
2024,170154,Barton,NY,New York State Elec & Gas Corp,262.73,2019
2024,174654,Watkins Glen,NY,New York State Elec & Gas Corp,262.73,2019
2024,205099,Brewster,NY,New York State Elec & Gas Corp,285.54,2019
2024,100539,Maspeth,NY,Consolidated Edison Co-NY Inc,292.43,2019
2024,90756,Chester,NY,Orange & Rockland Utils Inc,294.92,2019
2024,Staten Island Community Solar Farm,Staten Island,NY,Consolidated Edison Co-NY Inc,323.45,2019
2024,164578,Kingston,NY,Central Hudson Gas & Elec Corp,373.15,2019
2024,108193,Yaphank,NY,Long Island Power Authority,384.62,2019
2024,South Bronx Solar Garden 3,Bronx,NY,Consolidated Edison Co-NY Inc,386.6,2019
2024,108196,Yaphank,NY,Long Island Power Authority,400.62,2019
2024,95307,Brooklyn,NY,Consolidated Edison Co-NY Inc,576.15,2019
2024,Peekskill Community Solar Project 2,Peekskill,NY,Consolidated Edison Co-NY Inc,709.5,2019
2024,Elmsford Community Solar Project,Elmsford,NY,Consolidated Edison Co-NY Inc,711,2019
2024,184486,New York,NY,Consolidated Edison Co-NY Inc,740.42,2019
2024,WB Mason Bronx Distribution Facility / Zerega Solar Farm,Bronx,NY,Consolidated Edison Co-NY Inc,847.38,2019
2024,North Bronx Solar Garden,Bronx,NY,Consolidated Edison Co-NY Inc,875.16,2019
2024,92204,Beaver Dams,NY,New York State Elec & Gas Corp,962.22,2019
2024,Ridgewood Solar Farm,Queens,NY,Consolidated Edison Co-NY Inc,1058.85,2019
2024,5408-98140,Callicoon,NY,New York State Elec & Gas Corp,1299.32,2019
2024,105577,East Bloomfield,NY,Rochester Gas & Electric Corp,1525.14,2019
2024,78868,Port Jervis,NY,Orange & Rockland Utils Inc,1768.52,2019
2024,5408-98522,Callicoon,NY,New York State Elec & Gas Corp,1782.83,2019
2024,5408-98521,Callicoon,NY,New York State Elec & Gas Corp,1782.83,2019
2024,5408-98143,Callicoon,NY,New York State Elec & Gas Corp,1782.83,2019
2024,5408-98141,Callicoon,NY,New York State Elec & Gas Corp,1844.31,2019
2024,126762,Buchanan,NY,Consolidated Edison Co-NY Inc,1846.28,2019
2024,81597,Thompson,NY,New York State Elec & Gas Corp,1872.55,2019
2024,50875,Newfield,NY,New York State Elec & Gas Corp,1919,2019
2024,67657,Newfield,NY,New York State Elec & Gas Corp,1919,2019
2024,5408-100410,Newfield,NY,New York State Elec & Gas Corp,1919,2019
2024,5167-99714,Westtown,NY,Orange & Rockland Utils Inc,1919.08,2019
2024,91948,Ogden,NY,Rochester Gas & Electric Corp,1981.11,2019
2024,74981,Seneca,NY,New York State Elec & Gas Corp,2002.15,2019
2024,74982,Seneca,NY,New York State Elec & Gas Corp,2002.15,2019
2024,90746,Wappinger,NY,Central Hudson Gas & Elec Corp,2003.82,2019
2024,102825,Chester,NY,Orange & Rockland Utils Inc,2084.33,2019
2024,5408-98503,Lowman,NY,New York State Elec & Gas Corp,2094.75,2019
2024,68186,Rome,NY,Niagara Mohawk Power Corp.,2095.75,2019
2024,78707,Schenectady,NY,Niagara Mohawk Power Corp.,2095.75,2019
2024,5408-98157,Laurens,NY,New York State Elec & Gas Corp,2101.85,2019
2024,79817,Parma,NY,Rochester Gas & Electric Corp,2110.5,2019
2024,88304,Hilton,NY,Rochester Gas & Electric Corp,2110.5,2019
2024,76204,Trumansburg,NY,New York State Elec & Gas Corp,2111.4,2019
2024,5408-98510,Liberty,NY,New York State Elec & Gas Corp,2116.18,2019
2024,78922,Baldwin,NY,New York State Elec & Gas Corp,2120.95,2019
2024,81543,Ogden,NY,Rochester Gas & Electric Corp,2120.95,2019
2024,89340,Williamson,NY,Rochester Gas & Electric Corp,2122.62,2019
2024,78739,Altamont,NY,Niagara Mohawk Power Corp.,2124.86,2019
2024,126589,New Windsor,NY,Central Hudson Gas & Elec Corp,2132.31,2019
2024,126518,New Windsor,NY,Central Hudson Gas & Elec Corp,2132.31,2019
2024,69549,Hilton,NY,Rochester Gas & Electric Corp,2132.31,2019
2024,81594,Thompson,NY,New York State Elec & Gas Corp,2140.06,2019
2024,77922,Mooers Forks,NY,New York State Elec & Gas Corp,2142,2019
2024,77920,Mooers Forks,NY,New York State Elec & Gas Corp,2146.5,2019
2024,78748,Johnstown,NY,Niagara Mohawk Power Corp.,2148.92,2019
2024,74872,Middletown,NY,Orange & Rockland Utils Inc,2148.92,2019
2024,79953,Mooers Forks,NY,New York State Elec & Gas Corp,2149.62,2019
2024,5167-99715,Westtown,NY,Orange & Rockland Utils Inc,2150.24,2019
2024,78745,Johnstown,NY,Niagara Mohawk Power Corp.,2154.39,2019
2024,78581,Crawford,NY,Orange & Rockland Utils Inc,2160,2019
2024,5063-94785,Westtown,NY,Orange & Rockland Utils Inc,2178.28,2019
2024,89636,Macedon,NY,Rochester Gas & Electric Corp,2185.51,2019
2024,77898,Mooers Forks,NY,New York State Elec & Gas Corp,2196,2019
2024,76985,Spencer,NY,New York State Elec & Gas Corp,2303.75,2019
2024,76880,Spencer,NY,New York State Elec & Gas Corp,2303.75,2019
2024,80611,Ellenville,NY,Central Hudson Gas & Elec Corp,2310,2019
2024,81414,Batavia,NY,Niagara Mohawk Power Corp.,2315.08,2019
2024,81413,Batavia,NY,Niagara Mohawk Power Corp.,2315.08,2019
2024,5318-93923,Poughkeepsie,NY,Central Hudson Gas & Elec Corp,2316.18,2019
2024,50940,Canandaigua,NY,Rochester Gas & Electric Corp,2317.11,2019
2024,80600,Sandy Creek,NY,Niagara Mohawk Power Corp.,2317.11,2019
2024,5318-93924,Kingston,NY,Central Hudson Gas & Elec Corp,2317.5,2019
2024,91062,Schenectady,NY,Niagara Mohawk Power Corp.,2326.36,2019
2024,50804,Poughkeepsie,NY,Niagara Mohawk Power Corp.,2328.48,2019
2024,90998,Watertown,NY,Niagara Mohawk Power Corp.,2330.31,2019
2024,5318-101268,Geneva,NY,New York State Elec & Gas Corp,2355.69,2019
2024,5318-101036,Mechanicville,NY,New York State Elec & Gas Corp,2355.69,2019
2024,81459,Mechanicville,NY,New York State Elec & Gas Corp,2355.69,2019
2024,5318-101667,Dover Plains,NY,New York State Elec & Gas Corp,2357.72,2019
2024,78498,Red Creek,NY,Rochester Gas & Electric Corp,2380.75,2019
2024,90995,Schaghticoke,NY,Niagara Mohawk Power Corp.,2468.42,2019
2024,92508,Ogden,NY,Rochester Gas & Electric Corp,2582.03,2019
2024,80697,Brunswick,NY,Niagara Mohawk Power Corp.,4126.02,2019
2024,93846,Rochester,NY,Central Hudson Gas & Elec Corp,4284.9,2019
2024,76957,Spencer,NY,New York State Elec & Gas Corp,4607.87,2019
2024,76954,Spencer,NY,New York State Elec & Gas Corp,4609.55,2019
2024,82484,Spencer,NY,New York State Elec & Gas Corp,4610.79,2019
2024,129142,Owego,NY,New York State Elec & Gas Corp,4838.4,2019
2024,215669,Queens,NY,Consolidated Edison Co-NY Inc,5.69,2020
2024,254385,Brooklyn,NY,Consolidated Edison Co-NY Inc,5.77,2020
2024,218324,Brooklyn,NY,Consolidated Edison Co-NY Inc,5.98,2020
2024,225517,New York,NY,Consolidated Edison Co-NY Inc,7.4,2020
2024,236074,New York,NY,Consolidated Edison Co-NY Inc,8.63,2020
2024,218479,Brooklyn,NY,Consolidated Edison Co-NY Inc,10.39,2020
2024,128200,Woodside,NY,Consolidated Edison Co-NY Inc,10.46,2020
2024,166405,Woodside,NY,Consolidated Edison Co-NY Inc,10.46,2020
2024,128194,Woodside,NY,Consolidated Edison Co-NY Inc,10.77,2020
2024,222056,Queens,NY,Consolidated Edison Co-NY Inc,11.1,2020
2024,128178,Woodside,NY,Consolidated Edison Co-NY Inc,11.38,2020
2024,128203,Woodside,NY,Consolidated Edison Co-NY Inc,12.31,2020
2024,235312,Bronx,NY,Consolidated Edison Co-NY Inc,12.38,2020
2024,236087,New York,NY,Consolidated Edison Co-NY Inc,13.34,2020
2024,188251,New York,NY,Consolidated Edison Co-NY Inc,18.55,2020
2024,214004,Bronx,NY,Consolidated Edison Co-NY Inc,20.14,2020
2024,234789,Brooklyn,NY,Consolidated Edison Co-NY Inc,23.19,2020
2024,236079,New York,NY,Consolidated Edison Co-NY Inc,25.89,2020
2024,243311,Brooklyn,NY,Consolidated Edison Co-NY Inc,26.54,2020
2024,222454,Brooklyn,NY,Consolidated Edison Co-NY Inc,26.58,2020
2024,243304,Brooklyn,NY,Consolidated Edison Co-NY Inc,26.89,2020
2024,243321,Brooklyn,NY,Consolidated Edison Co-NY Inc,27.95,2020
2024,236093,Bronx,NY,Consolidated Edison Co-NY Inc,29.55,2020
2024,234737,Bronx,NY,Consolidated Edison Co-NY Inc,29.55,2020
2024,234959,Brooklyn,NY,Consolidated Edison Co-NY Inc,29.64,2020
2024,236173,Bronx,NY,Consolidated Edison Co-NY Inc,32.69,2020
2024,213649,Bronx,NY,Consolidated Edison Co-NY Inc,32.95,2020
2024,217860,Bronx,NY,Consolidated Edison Co-NY Inc,36.62,2020
2024,234965,Brooklyn,NY,Consolidated Edison Co-NY Inc,36.85,2020
2024,236530,Queens,NY,Consolidated Edison Co-NY Inc,37.66,2020
2024,234975,Brooklyn,NY,Consolidated Edison Co-NY Inc,40.2,2020
2024,228643,Yorktown Heights,NY,Consolidated Edison Co-NY Inc,41.6,2020
2024,213091,Bronx,NY,Consolidated Edison Co-NY Inc,47.34,2020
2024,235960,Bronx,NY,Consolidated Edison Co-NY Inc,47.86,2020
2024,213231,Bronx,NY,Consolidated Edison Co-NY Inc,48.65,2020
2024,236092,Bronx,NY,Consolidated Edison Co-NY Inc,51.52,2020
2024,185762,Warrensburg,NY,Niagara Mohawk Power Corp.,55.38,2020
2024,236189,Bronx,NY,Consolidated Edison Co-NY Inc,59.89,2020
2024,254256,Queens,NY,Consolidated Edison Co-NY Inc,60.37,2020
2024,184918,Bronx,NY,Consolidated Edison Co-NY Inc,67.81,2020
2024,234891,Brooklyn,NY,Consolidated Edison Co-NY Inc,80.15,2020
2024,234762,Bronx,NY,Consolidated Edison Co-NY Inc,81.04,2020
2024,189379,Bronx,NY,Consolidated Edison Co-NY Inc,81.88,2020
2024,236201,Bronx,NY,Consolidated Edison Co-NY Inc,82.12,2020
2024,235922,Bronx,NY,Consolidated Edison Co-NY Inc,92.58,2020
2024,177091,Peekskill,NY,Consolidated Edison Co-NY Inc,96.02,2020
2024,234689,Flushing,NY,Consolidated Edison Co-NY Inc,97.03,2020
2024,234989,Brooklyn,NY,Consolidated Edison Co-NY Inc,104.62,2020
2024,127372,Brooklyn,NY,Consolidated Edison Co-NY Inc,105.92,2020
2024,186352,Staten Island,NY,Consolidated Edison Co-NY Inc,130.98,2020
2024,112298,Shelter Island,NY,Long Island Power Authority,136.78,2020
2024,223355,Jamaica,NY,Consolidated Edison Co-NY Inc,148.28,2020
2024,245813,Rhinebeck,NY,Central Hudson Gas & Elec Corp,167.12,2020
2024,246504,Rhinebeck,NY,Central Hudson Gas & Elec Corp,169.31,2020
2024,216011,Tarrytown,NY,Consolidated Edison Co-NY Inc,173.92,2020
2024,186421,Staten Island,NY,Consolidated Edison Co-NY Inc,175.92,2020
2024,194376,Oswego,NY,Niagara Mohawk Power Corp.,191.08,2020
2024,245686,Croton On Hudson,NY,Consolidated Edison Co-NY Inc,232.45,2020
